ndpi_stat-thread_info.core,ndpi_stat-rx_pps,ndpi_stat-tx_pps,ndpi_stat-rx,ndpi_stat-tx,ndpi_stat-act_out,ndpi_stat-act_tonf,ndpi_stat-act_drop,ndpi_stat-thread_info.parent,ndpi_stat-state,ndpi_stat-rte_atomic16_read,ndpi_stat-rx_drop_rate,ndpi_stat-tx_drop_rate,ndpi_stat-rx_drop,ndpi_stat-tx_drop,ndpi_stat-act_next,ndpi_stat-act_buffer,ndpi_stat-act_returned,router-thread_info.core,router-rx_pps,router-tx_pps,router-rx,router-tx,router-act_out,router-act_tonf,router-act_drop,router-thread_info.parent,router-state,router-rte_atomic16_read,router-rx_drop_rate,router-tx_drop_rate,router-rx_drop,router-tx_drop,router-act_next,router-act_buffer,router-act_returned,payload_scan-thread_info.core,payload_scan-rx_pps,payload_scan-tx_pps,payload_scan-rx,payload_scan-tx,payload_scan-act_out,payload_scan-act_tonf,payload_scan-act_drop,payload_scan-thread_info.parent,payload_scan-state,payload_scan-rte_atomic16_read,payload_scan-rx_drop_rate,payload_scan-tx_drop_rate,payload_scan-rx_drop,payload_scan-tx_drop,payload_scan-act_next,payload_scan-act_buffer,payload_scan-act_returned,bridge-thread_info.core,bridge-rx_pps,bridge-tx_pps,bridge-rx,bridge-tx,bridge-act_out,bridge-act_tonf,bridge-act_drop,bridge-thread_info.parent,bridge-state,bridge-rte_atomic16_read,bridge-rx_drop_rate,bridge-tx_drop_rate,bridge-rx_drop,bridge-tx_drop,bridge-act_next,bridge-act_buffer,bridge-act_returned,firewall-thread_info.core,firewall-rx_pps,firewall-tx_pps,firewall-rx,firewall-tx,firewall-act_out,firewall-act_tonf,firewall-act_drop,firewall-thread_info.parent,firewall-state,firewall-rte_atomic16_read,firewall-rx_drop_rate,firewall-tx_drop_rate,firewall-rx_drop,firewall-tx_drop,firewall-act_next,firewall-act_buffer,firewall-act_returned
4,0,0,0,0,0,0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0,0,0,0,0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,191046.0,191046.0,191046.0,191046.0,0.0,191046.0,0.0,0.0,W,0.0,671.0,0.0,671.0,0.0,0.0,0.0,0.0
4,190982,190982,190982,190982,0,190982,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,190942,190942,190942,190942,0,190942,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,191078,191078,191078,191078,0,191078,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,191110.0,191078.0,191110.0,191078.0,191078.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,246599.0,246631.0,437709.0,437709.0,0.0,437709.0,0.0,0.0,W,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0
4,246663,246663,437709,437709,0,437709,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,246727,246727,437709,437709,0,437709,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,246599,246599,437709,437709,0,437709,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,246567.0,246567.0,437709.0,437709.0,437709.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,261057.0,261057.0,698766.0,698766.0,0.0,698766.0,0.0,0.0,W,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0
4,261057,261057,698766,698766,0,698766,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,261057,261057,698766,698766,0,698766,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,261057,261057,698766,698766,0,698766,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,261057.0,261057.0,698766.0,698766.0,698766.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1049468.0,1049464.0,1748234.0,1748230.0,0.0,1748230.0,0.0,0.0,W,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0
4,1049396,1049364,1748162,1748130,0,1748130,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1049228,1049228,1747994,1747994,0,1747994,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1049532,1049532,1748298,1748298,0,1748298,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1049564.0,1049564.0,1748330.0,1748330.0,1748330.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1724852.0,1724852.0,3473154.0,3473154.0,0.0,3473154.0,0.0,0.0,W,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0
4,1724895,1724895,3473125,3473125,0,3473125,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1724929,1724929,3473059,3473059,0,3473059,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1724839,1724839,3473169,3473169,0,3473169,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1724844.0,1724844.0,3473190.0,3473190.0,3473190.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1754014.0,1754015.0,5227186.0,5227186.0,0.0,5227186.0,0.0,0.0,W,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0
4,1753976,1753970,5227130,5227122,0,5227126,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1753937,1753938,5227062,5227062,0,5227062,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1754028,1754028,5227218,5227218,0,5227218,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1754044.0,1754044.0,5227250.0,5227250.0,5227250.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1755438.0,1755442.0,6982660.0,6982660.0,0.0,6982660.0,0.0,0.0,W,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0
4,1755436,1755447,6982622,6982621,0,6982621,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1755455,1755455,6982577,6982577,0,6982577,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1755424,1755424,6982674,6982674,0,6982674,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1755407.0,1755426.0,6982690.0,6982690.0,6982690.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1754429.0,1754426.0,8737107.0,8737104.0,0.0,8737104.0,0.0,0.0,W,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0
4,1754423,1754423,8737083,8737081,0,8737083,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1754365,1754363,8736986,8736984,0,8736984,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1754436,1754429,8737126,8737119,0,8737119,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1754469.0,1754469.0,8737163.0,8737163.0,8737163.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1758532.0,1758536.0,10495666.0,10495666.0,0.0,10495666.0,0.0,0.0,W,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0
