ndpi_stat-thread_info.core,ndpi_stat-rx_pps,ndpi_stat-tx_pps,ndpi_stat-rx,ndpi_stat-tx,ndpi_stat-act_out,ndpi_stat-act_tonf,ndpi_stat-act_drop,ndpi_stat-thread_info.parent,ndpi_stat-state,ndpi_stat-rte_atomic16_read,ndpi_stat-rx_drop_rate,ndpi_stat-tx_drop_rate,ndpi_stat-rx_drop,ndpi_stat-tx_drop,ndpi_stat-act_next,ndpi_stat-act_buffer,ndpi_stat-act_returned,router-thread_info.core,router-rx_pps,router-tx_pps,router-rx,router-tx,router-act_out,router-act_tonf,router-act_drop,router-thread_info.parent,router-state,router-rte_atomic16_read,router-rx_drop_rate,router-tx_drop_rate,router-rx_drop,router-tx_drop,router-act_next,router-act_buffer,router-act_returned,payload_scan-thread_info.core,payload_scan-rx_pps,payload_scan-tx_pps,payload_scan-rx,payload_scan-tx,payload_scan-act_out,payload_scan-act_tonf,payload_scan-act_drop,payload_scan-thread_info.parent,payload_scan-state,payload_scan-rte_atomic16_read,payload_scan-rx_drop_rate,payload_scan-tx_drop_rate,payload_scan-rx_drop,payload_scan-tx_drop,payload_scan-act_next,payload_scan-act_buffer,payload_scan-act_returned,bridge-thread_info.core,bridge-rx_pps,bridge-tx_pps,bridge-rx,bridge-tx,bridge-act_out,bridge-act_tonf,bridge-act_drop,bridge-thread_info.parent,bridge-state,bridge-rte_atomic16_read,bridge-rx_drop_rate,bridge-tx_drop_rate,bridge-rx_drop,bridge-tx_drop,bridge-act_next,bridge-act_buffer,bridge-act_returned,firewall-thread_info.core,firewall-rx_pps,firewall-tx_pps,firewall-rx,firewall-tx,firewall-act_out,firewall-act_tonf,firewall-act_drop,firewall-thread_info.parent,firewall-state,firewall-rte_atomic16_read,firewall-rx_drop_rate,firewall-tx_drop_rate,firewall-rx_drop,firewall-tx_drop,firewall-act_next,firewall-act_buffer,firewall-act_returned
3,0,0,0,0,0,0,0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0,0,0,0,0,0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,82340.0,82340.0,82340.0,82340.0,0.0,82340.0,0.0,0.0,W,0.0,92642.0,0.0,92642.0,0.0,0.0,0.0,0.0
3,82340,82340,82340,82340,0,82340,0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,82340.0,82340.0,82340.0,82340.0,0.0,82340.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,82340.0,82340.0,82340.0,82340.0,0.0,82340.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,82340.0,82340.0,82340.0,82340.0,82340.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,179020.0,179020.0,261360.0,261360.0,0.0,261360.0,0.0,0.0,W,0.0,0.0,0.0,92642.0,0.0,0.0,0.0,0.0
3,179020,179020,261360,261360,0,261360,0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,179020.0,179020.0,261360.0,261360.0,0.0,261360.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,179020.0,179020.0,261360.0,261360.0,0.0,261360.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,179020.0,179020.0,261360.0,261360.0,261360.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,237210.0,237210.0,498570.0,498570.0,0.0,498570.0,0.0,0.0,W,0.0,0.0,0.0,92642.0,0.0,0.0,0.0,0.0
3,237210,237210,498570,498570,0,498570,0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,237210.0,237210.0,498570.0,498570.0,0.0,498570.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,237210.0,237210.0,498570.0,498570.0,0.0,498570.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,237210.0,237210.0,498570.0,498570.0,498570.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,266881.0,266881.0,765451.0,765451.0,0.0,765451.0,0.0,0.0,W,0.0,0.0,0.0,92642.0,0.0,0.0,0.0,0.0
3,266881,266881,765451,765451,0,765451,0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,266881.0,266881.0,765451.0,765451.0,0.0,765451.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,266881.0,266881.0,765451.0,765451.0,0.0,765451.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,266881.0,266881.0,765451.0,765451.0,765451.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1369780.0,1369780.0,2135231.0,2135231.0,0.0,2135231.0,0.0,0.0,W,0.0,0.0,0.0,92642.0,0.0,0.0,0.0,0.0
3,1369656,1369648,2135107,2135099,0,2135099,0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1369848.0,1369848.0,2135299.0,2135299.0,0.0,2135299.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1369900.0,1369900.0,2135351.0,2135351.0,0.0,2135351.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1369932.0,1369932.0,2135383.0,2135383.0,2135383.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1756556.0,1756556.0,3891871.0,3891871.0,0.0,3891871.0,0.0,0.0,W,0.0,0.0,0.0,92642.0,0.0,0.0,0.0,0.0
3,1756484,1756484,3891715,3891715,0,3891715,0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1756576.0,1756572.0,3891927.0,3891923.0,0.0,3891923.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1756584.0,1756584.0,3891967.0,3891967.0,0.0,3891967.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1756584.0,1756580.0,3891995.0,3891991.0,3891991.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1756908.0,1756908.0,5648835.0,5648835.0,0.0,5648835.0,0.0,0.0,W,0.0,0.0,0.0,92642.0,0.0,0.0,0.0,0.0
3,1756792,1756792,5648663,5648663,0,5648663,0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1756924.0,1756924.0,5648891.0,5648891.0,0.0,5648891.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1756920.0,1756920.0,5648915.0,5648915.0,0.0,5648915.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1756896.0,1756896.0,5648927.0,5648927.0,5648927.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1758532.0,1758532.0,7407423.0,7407423.0,0.0,7407423.0,0.0,0.0,W,0.0,0.0,0.0,92642.0,0.0,0.0,0.0,0.0
3,1758502,1758500,7407337,7407331,0,7407331,0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1758548.0,1758548.0,7407463.0,7407463.0,0.0,7407463.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1758588.0,1758588.0,7407515.0,7407515.0,0.0,7407515.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1758544.0,1758536.0,7407539.0,7407531.0,7407531.0,0.0,0.0,0.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1757464.0,1757464.0,9164935.0,9164935.0,0.0,9164935.0,0.0,0.0,W,0.0,0.0,0.0,92642.0,0.0,0.0,0.0,0.0
